RegionID,SizeRank,Region Name,Region Type,State Name,Base Date Recorded,Forecast Date,Forecast Growth (%)
394711,98,"Jackson, MS",msa,Mississippi,2024-02-29,2024-03-31,0.7
394666,99,"Harrisburg, PA",msa,Pennsylvania,2024-02-29,2024-03-31,1.0
395113,100,"Spokane, WA",msa,Washington,2024-02-29,2024-03-31,1.0
395075,101,"Scranton, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.4
394460,102,"Chattanooga, TN",msa,Tennessee,2024-02-29,2024-03-31,1.0
394871,103,"Modesto, CA",msa,California,2024-02-29,2024-03-31,1.2
394768,104,"Lancaster, PA",msa,Pennsylvania,2024-02-29,2024-03-31,1.0
394997,105,"Portland, ME",msa,Maine,2024-02-29,2024-03-31,1.2
395245,106,"Youngstown, OH",msa,Ohio,2024-02-29,2024-03-31,0.8
394770,107,"Lansing, MI",msa,Michigan,2024-02-29,2024-03-31,1.0
394590,108,"Fayetteville, AR",msa,Arkansas,2024-02-29,2024-03-31,0.9
394589,109,"Fayetteville, NC",msa,North Carolina,2024-02-29,2024-03-31,1.1
394792,110,"Lexington, KY",msa,Kentucky,2024-02-29,2024-03-31,1.1
394971,111,"Pensacola, FL",msa,Florida,2024-02-29,2024-03-31,1.0
395068,112,"Santa Rosa, CA",msa,California,2024-02-29,2024-03-31,1.2
395019,113,"Reno, NV",msa,Nevada,2024-02-29,2024-03-31,1.4
394698,114,"Huntsville, AL",msa,Alabama,2024-02-29,2024-03-31,1.0
394995,115,"Port St. Lucie, FL",msa,Florida,2024-02-29,2024-03-31,0.8
394761,116,"Lafayette, LA",msa,Louisiana,2024-02-29,2024-03-31,0.4
394898,117,"Myrtle Beach, SC",msa,South Carolina,2024-02-29,2024-03-31,0.7
395116,118,"Springfield, MO",msa,Missouri,2024-02-29,2024-03-31,1.1
395195,119,"Visalia, CA",msa,California,2024-02-29,2024-03-31,0.9
394746,120,"Killeen, TX",msa,Texas,2024-02-29,2024-03-31,0.5
394338,121,"Asheville, NC",msa,North Carolina,2024-02-29,2024-03-31,0.9
395244,122,"York, PA",msa,Pennsylvania,2024-02-29,2024-03-31,1.0
395183,123,"Vallejo, CA",msa,California,2024-02-29,2024-03-31,1.0
753917,124,"Santa Maria, CA",msa,California,2024-02-29,2024-03-31,1.4
395050,125,"Salinas, CA",msa,California,2024-02-29,2024-03-31,1.2
395048,126,"Salem, OR",msa,Oregon,2024-02-29,2024-03-31,0.9
394870,127,"Mobile, AL",msa,Alabama,2024-02-29,2024-03-31,0.8
395015,128,"Reading, PA",msa,Pennsylvania,2024-02-29,2024-03-31,1.2
394502,129,"Corpus Christi, TX",msa,Texas,2024-02-29,2024-03-31,0.7
394421,130,"Brownsville, TX",msa,Texas,2024-02-29,2024-03-31,1.0
394820,131,"Manchester, NH",msa,New Hampshire,2024-02-29,2024-03-31,1.4
394612,132,"Fort Wayne, IN",msa,Indiana,2024-02-29,2024-03-31,1.1
394658,133,"Gulfport, MS",msa,Mississippi,2024-02-29,2024-03-31,0.8
395051,134,"Salisbury, MD",msa,Delaware,2024-02-29,2024-03-31,0.7
394596,135,"Flint, MI",msa,Michigan,2024-02-29,2024-03-31,1.0
394972,136,"Peoria, IL",msa,Illinois,2024-02-29,2024-03-31,1.0
394439,137,"Canton, OH",msa,Ohio,2024-02-29,2024-03-31,1.3
395070,138,"Savannah, GA",msa,Georgia,2024-02-29,2024-03-31,1.0
394327,139,"Anchorage, AK",msa,Alaska,2024-02-29,2024-03-31,0.5
394372,140,"Beaumont, TX",msa,Texas,2024-02-29,2024-03-31,0.2
395096,141,"Shreveport, LA",msa,Louisiana,2024-02-29,2024-03-31,0.5
395164,142,"Trenton, NJ",msa,New Jersey,2024-02-29,2024-03-31,1.3
394875,143,"Montgomery, AL",msa,Alabama,2024-02-29,2024-03-31,0.8
394520,144,"Davenport, IA",msa,Illinois,2024-02-29,2024-03-31,0.7
395146,145,"Tallahassee, FL",msa,Florida,2024-02-29,2024-03-31,0.9
394576,146,"Eugene, OR",msa,Oregon,2024-02-29,2024-03-31,0.9
394901,147,"Naples, FL",msa,Florida,2024-02-29,2024-03-31,0.9
394332,148,"Ann Arbor, MI",msa,Michigan,2024-02-29,2024-03-31,1.4
394927,149,"Ocala, FL",msa,Florida,2024-02-29,2024-03-31,0.5
394679,150,"Hickory, NC",msa,North Carolina,2024-02-29,2024-03-31,1.0
394697,151,"Huntington, WV",msa,Ohio,2024-02-29,2024-03-31,0.5
394602,152,"Fort Collins, CO",msa,Colorado,2024-02-29,2024-03-31,1.2
395033,153,"Rockford, IL",msa,Illinois,2024-02-29,2024-03-31,1.1
394796,154,"Lincoln, NE",msa,Nebraska,2024-02-29,2024-03-31,1.4
394622,155,"Gainesville, FL",msa,Florida,2024-02-29,2024-03-31,1.0
394405,156,"Boulder, CO",msa,Colorado,2024-02-29,2024-03-31,1.5
394646,157,"Green Bay, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.9
394488,158,"Columbus, GA",msa,Georgia,2024-02-29,2024-03-31,1.0
395107,159,"South Bend, IN",msa,Indiana,2024-02-29,2024-03-31,1.0
395109,160,"Spartanburg, SC",msa,South Carolina,2024-02-29,2024-03-31,1.0
394645,161,"Greeley, CO",msa,Colorado,2024-02-29,2024-03-31,0.9
394808,162,"Lubbock, TX",msa,Texas,2024-02-29,2024-03-31,0.9
394471,163,"Clarksville, TN",msa,Tennessee,2024-02-29,2024-03-31,0.8
395028,164,"Roanoke, VA",msa,Virginia,2024-02-29,2024-03-31,1.0
394579,165,"Evansville, IN",msa,Indiana,2024-02-29,2024-03-31,1.0
394747,167,"Kingsport, TN",msa,Tennessee,2024-02-29,2024-03-31,1.0
394741,168,"Kennewick, WA",msa,Washington,2024-02-29,2024-03-31,0.9
395179,169,"Utica, NY",msa,New York,2024-02-29,2024-03-31,0.6
394660,170,"Hagerstown, MD",msa,Maryland,2024-02-29,2024-03-31,1.0
394543,171,"Duluth, MN",msa,Minnesota,2024-02-29,2024-03-31,0.4
394937,172,"Olympia, WA",msa,Washington,2024-02-29,2024-03-31,1.4
394803,173,"Longview, TX",msa,Texas,2024-02-29,2024-03-31,0.7
395229,174,"Wilmington, NC",msa,North Carolina,2024-02-29,2024-03-31,1.1
395061,175,"San Luis Obispo, CA",msa,California,2024-02-29,2024-03-31,1.1
753875,176,"Crestview, FL",msa,Florida,2024-02-29,2024-03-31,0.6
394851,177,"Merced, CA",msa,California,2024-02-29,2024-03-31,1.0
395197,178,"Waco, TX",msa,Texas,2024-02-29,2024-03-31,0.8
394447,179,"Cedar Rapids, IA",msa,Iowa,2024-02-29,2024-03-31,0.7
394348,180,"Atlantic City, NJ",msa,New Jersey,2024-02-29,2024-03-31,0.9
394412,181,"Bremerton, WA",msa,Washington,2024-02-29,2024-03-31,1.0
395103,182,"Sioux Falls, SD",msa,South Dakota,2024-02-29,2024-03-31,1.0
395065,183,"Santa Cruz, CA",msa,California,2024-02-29,2024-03-31,1.3
394572,184,"Erie, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.8
394924,185,"Norwich, CT",msa,Connecticut,2024-02-29,2024-03-31,1.4
394323,186,"Amarillo, TX",msa,Texas,2024-02-29,2024-03-31,0.8
394772,187,"Laredo, TX",msa,Texas,2024-02-29,2024-03-31,0.6
395171,188,"Tuscaloosa, AL",msa,Alabama,2024-02-29,2024-03-31,0.7
394483,189,"College Station, TX",msa,Texas,2024-02-29,2024-03-31,0.6
394732,190,"Kalamazoo, MI",msa,Michigan,2024-02-29,2024-03-31,1.0
394811,191,"Lynchburg, VA",msa,Virginia,2024-02-29,2024-03-31,0.9
394455,192,"Charleston, WV",msa,West Virginia,2024-02-29,2024-03-31,0.6
395240,193,"Yakima, WA",msa,Washington,2024-02-29,2024-03-31,1.0
394585,194,"Fargo, ND",msa,North Dakota,2024-02-29,2024-03-31,0.7
394387,195,"Binghamton, NY",msa,New York,2024-02-29,2024-03-31,0.7
394609,196,"Fort Smith, AR",msa,Arkansas,2024-02-29,2024-03-31,0.9
394334,197,"Appleton, WI",msa,Wisconsin,2024-02-29,2024-03-31,1.0
395161,199,"Topeka, KS",msa,Kansas,2024-02-29,2024-03-31,1.2
394813,200,"Macon, GA",msa,Georgia,2024-02-29,2024-03-31,0.9
395174,201,"Tyler, TX",msa,Texas,2024-02-29,2024-03-31,1.0
394361,202,"Barnstable Town, MA",msa,Massachusetts,2024-02-29,2024-03-31,1.1
394519,203,"Daphne, AL",msa,Alabama,2024-02-29,2024-03-31,0.9
394378,205,"Bellingham, WA",msa,Washington,2024-02-29,2024-03-31,1.4
394429,206,"Burlington, VT",msa,Vermont,2024-02-29,2024-03-31,0.9
395030,207,"Rochester, MN",msa,Minnesota,2024-02-29,2024-03-31,1.2
753895,208,"Lafayette, IN",msa,Indiana,2024-02-29,2024-03-31,1.0
394454,209,"Champaign, IL",msa,Illinois,2024-02-29,2024-03-31,0.9
394848,210,"Medford, OR",msa,Oregon,2024-02-29,2024-03-31,0.9
394459,212,"Charlottesville, VA",msa,Virginia,2024-02-29,2024-03-31,1.0
394763,213,"Lake Charles, LA",msa,Louisiana,2024-02-29,2024-03-31,0.1
394773,214,"Las Cruces, NM",msa,New Mexico,2024-02-29,2024-03-31,0.9
394464,215,"Chico, CA",msa,California,2024-02-29,2024-03-31,0.6
394681,216,"Hilton Head Island, SC",msa,South Carolina,2024-02-29,2024-03-31,0.8
394346,217,"Athens, GA",msa,Georgia,2024-02-29,2024-03-31,1.1
394765,218,"Lake Havasu City, AZ",msa,Arizona,2024-02-29,2024-03-31,0.8
394485,219,"Columbia, MO",msa,Missouri,2024-02-29,2024-03-31,0.9
395114,220,"Springfield, IL",msa,Illinois,2024-02-29,2024-03-31,0.7
394691,221,"Houma, LA",msa,Louisiana,2024-02-29,2024-03-31,0.3
394872,222,"Monroe, LA",msa,Louisiana,2024-02-29,2024-03-31,0.5
394565,223,"Elkhart, IN",msa,Indiana,2024-02-29,2024-03-31,1.0
394726,224,"Johnson City, TN",msa,Tennessee,2024-02-29,2024-03-31,1.1
395247,225,"Yuma, AZ",msa,Arizona,2024-02-29,2024-03-31,1.0
394623,226,"Gainesville, GA",msa,Georgia,2024-02-29,2024-03-31,1.0
394716,227,"Jacksonville, NC",msa,North Carolina,2024-02-29,2024-03-31,0.9
394597,228,"Florence, SC",msa,South Carolina,2024-02-29,2024-03-31,0.7
394680,229,"Hilo, HI",msa,Hawaii,2024-02-29,2024-03-31,0.7
395118,230,"St. Cloud, MN",msa,Minnesota,2024-02-29,2024-03-31,0.9
395011,231,"Racine, WI",msa,Wisconsin,2024-02-29,2024-03-31,1.1
394380,232,"Bend, OR",msa,Oregon,2024-02-29,2024-03-31,1.2
395047,233,"Saginaw, MI",msa,Michigan,2024-02-29,2024-03-31,1.2
395202,234,"Warner Robins, GA",msa,Georgia,2024-02-29,2024-03-31,1.0
395151,235,"Terre Haute, IN",msa,Indiana,2024-02-29,2024-03-31,0.8
395162,236,"Torrington, CT",msa,Connecticut,2024-02-29,2024-03-31,1.3
395009,237,"Punta Gorda, FL",msa,Florida,2024-02-29,2024-03-31,0.6
394386,239,"Billings, MT",msa,Montana,2024-02-29,2024-03-31,0.9
395018,240,"Redding, CA",msa,California,2024-02-29,2024-03-31,0.8
394748,241,"Kingston, NY",msa,New York,2024-02-29,2024-03-31,0.9
394960,242,"Panama City, FL",msa,Florida,2024-02-29,2024-03-31,0.9
394729,243,"Joplin, MO",msa,Missouri,2024-02-29,2024-03-31,1.0
394539,244,"Dover, DE",msa,Delaware,2024-02-29,2024-03-31,0.9
394559,245,"El Centro, CA",msa,California,2024-02-29,2024-03-31,0.9
394712,246,"Jackson, TN",msa,Tennessee,2024-02-29,2024-03-31,0.5
395246,247,"Yuba City, CA",msa,California,2024-02-29,2024-03-31,0.9
394406,248,"Bowling Green, KY",msa,Kentucky,2024-02-29,2024-03-31,1.0
395119,249,"St. George, UT",msa,Utah,2024-02-29,2024-03-31,0.8
394896,250,"Muskegon, MI",msa,Michigan,2024-02-29,2024-03-31,1.1
394299,251,"Abilene, TX",msa,Texas,2024-02-29,2024-03-31,0.8
394707,252,"Iowa City, IA",msa,Iowa,2024-02-29,2024-03-31,0.8
394351,253,"Auburn, AL",msa,Alabama,2024-02-29,2024-03-31,0.9
394860,254,"Midland, TX",msa,Texas,2024-02-29,2024-03-31,1.0
394671,255,"Hattiesburg, MS",msa,Mississippi,2024-02-29,2024-03-31,0.7
753869,255,"Bloomington, IL",msa,Illinois,2024-02-29,2024-03-31,1.1
394944,257,"Oshkosh, WI",msa,Wisconsin,2024-02-29,2024-03-31,1.1
394555,258,"Eau Claire, WI",msa,Wisconsin,2024-02-29,2024-03-31,1.0
394651,259,"Greenville, NC",msa,North Carolina,2024-02-29,2024-03-31,1.0
394428,260,"Burlington, NC",msa,North Carolina,2024-02-29,2024-03-31,1.1
395210,261,"Waterloo, IA",msa,Iowa,2024-02-29,2024-03-31,0.5
394480,262,"Coeur d'Alene, ID",msa,Idaho,2024-02-29,2024-03-31,1.2
394553,263,"East Stroudsburg, PA",msa,Pennsylvania,2024-02-29,2024-03-31,1.0
395007,264,"Pueblo, CO",msa,Colorado,2024-02-29,2024-03-31,0.6
394392,265,"Blacksburg, VA",msa,Virginia,2024-02-29,2024-03-31,0.8
395215,266,"Wausau, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.8
394731,267,"Kahului, HI",msa,Hawaii,2024-02-29,2024-03-31,1.1
394720,268,"Janesville, WI",msa,Wisconsin,2024-02-29,2024-03-31,1.0
395170,269,"Tupelo, MS",msa,Mississippi,2024-02-29,2024-03-31,0.6
394393,270,"Bloomington, IN",msa,Indiana,2024-02-29,2024-03-31,1.1
394930,271,"Odessa, TX",msa,Texas,2024-02-29,2024-03-31,0.9
394710,272,"Jackson, MI",msa,Michigan,2024-02-29,2024-03-31,1.0
395125,273,"State College, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.8
395079,274,"Sebastian, FL",msa,Florida,2024-02-29,2024-03-31,0.9
394814,275,"Madera, CA",msa,California,2024-02-29,2024-03-31,0.9
394523,276,"Decatur, AL",msa,Alabama,2024-02-29,2024-03-31,0.9
394453,277,"Chambersburg, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.8
395193,278,"Vineland, NJ",msa,New Jersey,2024-02-29,2024-03-31,1.1
394703,279,"Idaho Falls, ID",msa,Idaho,2024-02-29,2024-03-31,1.3
394639,280,"Grand Junction, CO",msa,Colorado,2024-02-29,2024-03-31,1.0
394563,281,"Elizabethtown, KY",msa,Kentucky,2024-02-29,2024-03-31,1.0
394917,282,"Niles, MI",msa,Michigan,2024-02-29,2024-03-31,0.9
394873,283,"Monroe, MI",msa,Michigan,2024-02-29,2024-03-31,0.8
395066,284,"Santa Fe, NM",msa,New Mexico,2024-02-29,2024-03-31,1.0
394493,285,"Concord, NH",msa,New Hampshire,2024-02-29,2024-03-31,1.2
394314,286,"Alexandria, LA",msa,Louisiana,2024-02-29,2024-03-31,0.2
395163,287,"Traverse City, MI",msa,Michigan,2024-02-29,2024-03-31,1.3
394359,288,"Bangor, ME",msa,Maine,2024-02-29,2024-03-31,0.9
394685,289,"Homosassa Springs, FL",msa,Florida,2024-02-29,2024-03-31,0.8
394662,290,"Hanford, CA",msa,California,2024-02-29,2024-03-31,1.0
394723,291,"Jefferson City, MO",msa,Missouri,2024-02-29,2024-03-31,0.9
394598,292,"Florence, AL",msa,Alabama,2024-02-29,2024-03-31,1.0
394537,293,"Dothan, AL",msa,Alabama,2024-02-29,2024-03-31,0.8
394802,294,"London, KY",msa,Kentucky,2024-02-29,2024-03-31,0.8
394306,295,"Albany, GA",msa,Georgia,2024-02-29,2024-03-31,1.0
395102,297,"Sioux City, IA",msa,Iowa,2024-02-29,2024-03-31,0.8
395223,298,"Wichita Falls, TX",msa,Texas,2024-02-29,2024-03-31,1.0
395152,299,"Texarkana, TX",msa,Texas,2024-02-29,2024-03-31,0.9
395182,300,"Valdosta, GA",msa,Georgia,2024-02-29,2024-03-31,1.0
394800,301,"Logan, UT",msa,Utah,2024-02-29,2024-03-31,1.2
394595,302,"Flagstaff, AZ",msa,Arizona,2024-02-29,2024-03-31,1.4
395036,303,"Rocky Mount, NC",msa,North Carolina,2024-02-29,2024-03-31,1.0
395000,304,"Pottsville, PA",msa,Pennsylvania,2024-02-29,2024-03-31,1.0
394515,305,"Dalton, GA",msa,Georgia,2024-02-29,2024-03-31,1.0
394783,306,"Lebanon, PA",msa,Pennsylvania,2024-02-29,2024-03-31,1.0
394880,307,"Morristown, TN",msa,Tennessee,2024-02-29,2024-03-31,1.1
395232,308,"Winchester, VA",msa,Virginia,2024-02-29,2024-03-31,1.0
395221,309,"Wheeling, WV",msa,Ohio,2024-02-29,2024-03-31,0.7
394879,310,"Morgantown, WV",msa,West Virginia,2024-02-29,2024-03-31,0.7
394756,311,"La Crosse, WI",msa,Wisconsin,2024-02-29,2024-03-31,0.9
394900,312,"Napa, CA",msa,California,2024-02-29,2024-03-31,1.2
395013,313,"Rapid City, SD",msa,South Dakota,2024-02-29,2024-03-31,1.0
395139,314,"Sumter, SC",msa,South Carolina,2024-02-29,2024-03-31,0.8
394577,315,"Eureka, CA",msa,California,2024-02-29,2024-03-31,0.5
395117,316,"Springfield, OH",msa,Ohio,2024-02-29,2024-03-31,1.1
394668,317,"Harrisonburg, VA",msa,Virginia,2024-02-29,2024-03-31,0.9
394368,318,"Battle Creek, MI",msa,Michigan,2024-02-29,2024-03-31,0.9
395094,319,"Sherman, TX",msa,Texas,2024-02-29,2024-03-31,0.8
394821,320,"Manhattan, KS",msa,Kansas,2024-02-29,2024-03-31,0.7
394442,321,"Carbondale, IL",msa,Illinois,2024-02-29,2024-03-31,0.6
394727,322,"Johnstown, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.4
394728,323,"Jonesboro, AR",msa,Arkansas,2024-02-29,2024-03-31,0.8
394390,324,"Bismarck, ND",msa,North Dakota,2024-02-29,2024-03-31,0.6
394661,325,"Hammond, LA",msa,Louisiana,2024-02-29,2024-03-31,0.6
394983,326,"Pittsfield, MA",msa,Massachusetts,2024-02-29,2024-03-31,0.9
394890,327,"Mount Vernon, WA",msa,Washington,2024-02-29,2024-03-31,1.1
394719,328,"Jamestown, NY",msa,New York,2024-02-29,2024-03-31,0.2
395153,329,"The Villages, FL",msa,Florida,2024-02-29,2024-03-31,0.5
394307,330,"Albany, OR",msa,Oregon,2024-02-29,2024-03-31,0.8
394633,331,"Glens Falls, NY",msa,New York,2024-02-29,2024-03-31,0.6
394780,332,"Lawton, OK",msa,Oklahoma,2024-02-29,2024-03-31,0.8
394474,334,"Cleveland, TN",msa,Tennessee,2024-02-29,2024-03-31,1.1
395098,335,"Sierra Vista, AZ",msa,Arizona,2024-02-29,2024-03-31,0.9
394325,336,"Ames, IA",msa,Iowa,2024-02-29,2024-03-31,0.7
394824,337,"Mansfield, OH",msa,Ohio,2024-02-29,2024-03-31,0.7
395128,338,"Staunton, VA",msa,Virginia,2024-02-29,2024-03-31,0.9
394353,339,"Augusta, ME",msa,Maine,2024-02-29,2024-03-31,0.8
394321,340,"Altoona, PA",msa,Pennsylvania,2024-02-29,2024-03-31,0.4
394905,341,"New Bern, NC",msa,North Carolina,2024-02-29,2024-03-31,0.9
394588,342,"Farmington, NM",msa,New Mexico,2024-02-29,2024-03-31,0.7
395120,343,"St. Joseph, MO",msa,Missouri,2024-02-29,2024-03-31,0.8
395054,344,"San Angelo, TX",msa,Texas,2024-02-29,2024-03-31,0.8
395218,345,"Wenatchee, WA",msa,Washington,2024-02-29,2024-03-31,0.9
394949,346,"Owensboro, KY",msa,Kentucky,2024-02-29,2024-03-31,0.9
753890,347,"Holland, MI",msa,Michigan,2024-02-29,2024-03-31,1.0
394810,348,"Lumberton, NC",msa,North Carolina,2024-02-29,2024-03-31,1.2
394778,349,"Lawrence, KS",msa,Kansas,2024-02-29,2024-03-31,1.2
394635,350,"Goldsboro, NC",msa,North Carolina,2024-02-29,2024-03-31,0.8
395213,351,"Watertown, NY",msa,New York,2024-02-29,2024-03-31,0.5
